City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Dhidhdhoo,MV,2021-08-04 15:21:53,6.8833,73.1,83.07,77,100,10.85
296,College,US,2021-08-04 15:18:23,64.8569,-147.8028,62.58,68,20,9.22
297,Fergus,US,2021-08-04 15:19:30,47.3,-109.2674,76.14,25,0,6.76
298,Huruta,ET,2021-08-04 15:21:54,8.15,39.35,64.17,82,88,1.12
299,Traiguen,CL,2021-08-04 15:21:54,-38.25,-72.6833,57.69,59,32,4.07
300,Verkhoyansk,RU,2021-08-04 15:21:55,67.5447,133.385,51.98,50,54,5.77
301,Benghazi,LY,2021-08-04 15:21:55,32.1167,20.0667,89.89,57,0,21.09
302,Arauco,CL,2021-08-04 15:21:55,-37.2463,-73.3175,50.02,62,7,5.35
303,Korla,CN,2021-08-04 15:21:56,41.7597,86.1469,88.99,17,100,6.2
304,Yinchuan,CN,2021-08-04 15:21:56,38.4681,106.2731,78.98,24,6,13.49
305,Naze,JP,2021-08-04 15:21:56,28.3667,129.4833,78.28,88,100,16.4
306,Port-Gentil,GA,2021-08-04 15:21:57,-0.7193,8.7815,80.56,74,40,14.97
307,Kedrovyy,RU,2021-08-04 15:21:57,56.1667,91.8167,61.21,92,69,3.74
308,Cayon,KN,2021-08-04 15:21:58,17.35,-62.7333,87.33,66,20,12.66
309,Grindavik,IS,2021-08-04 15:21:58,63.8424,-22.4338,58.55,82,75,3.44
310,Gat,IL,2021-08-04 15:20:04,31.61,34.7642,97.39,28,0,13.49
311,Sioux Lookout,CA,2021-08-04 15:21:59,50.1001,-91.917,79.18,57,75,6.91
312,Belmonte,BR,2021-08-04 15:21:59,-15.8631,-38.8828,78.8,65,76,11.56
313,Pacific Grove,US,2021-08-04 15:22:00,36.6177,-121.9166,63.25,92,90,3.0
314,Garissa,KE,2021-08-04 15:22:00,-0.4536,39.6401,86.13,37,98,21.72
315,Berovo,MK,2021-08-04 15:20:17,41.7031,22.8578,94.17,16,19,7.27
316,Lorengau,PG,2021-08-04 15:22:00,-2.0226,147.2712,80.15,80,67,0.87
317,Rusape,ZW,2021-08-04 15:22:01,-18.5278,32.1284,64.33,30,0,9.95
318,Road Town,VG,2021-08-04 15:22:01,18.4167,-64.6167,86.2,84,75,11.5
319,Sorong,ID,2021-08-04 15:22:02,-0.8833,131.25,77.63,87,100,4.43
320,Sambava,MG,2021-08-04 15:22:02,-14.2667,50.1667,72.68,72,0,14.67
321,Bantry,IE,2021-08-04 15:22:02,51.6833,-9.45,62.55,70,100,11.3
322,Mogadishu,SO,2021-08-04 15:22:03,2.0371,45.3438,77.09,83,65,17.47
323,Mount Gambier,AU,2021-08-04 15:22:03,-37.8333,140.7667,49.91,100,90,9.22
324,Bajil,YE,2021-08-04 15:22:04,15.0584,43.2851,91.58,54,61,15.46
325,Vila,PT,2021-08-04 15:22:04,42.0304,-8.1588,73.74,58,15,9.24
326,San Matias,BO,2021-08-04 15:22:04,-16.3667,-58.4,86.27,23,100,8.32
327,Anaconda,US,2021-08-04 15:22:05,46.1285,-112.9423,61.79,31,36,2.77
328,Aligudarz,IR,2021-08-04 15:22:05,33.4006,49.6949,76.64,28,86,11.18
329,Ostrovnoy,RU,2021-08-04 15:22:06,68.0531,39.5131,49.91,84,100,15.55
330,Aykhal,RU,2021-08-04 15:22:06,66.0,111.5,61.18,45,4,9.44
331,Izhma,RU,2021-08-04 15:22:06,65.0083,53.9113,72.34,59,100,3.89
332,Heihe,CN,2021-08-04 15:22:07,50.2441,127.4902,64.98,98,100,5.23
333,Nyurba,RU,2021-08-04 15:22:07,63.2842,118.3319,62.56,63,99,2.8
334,Vondrozo,MG,2021-08-04 15:22:07,-22.8167,47.2833,58.42,95,95,2.68
335,Rocha,UY,2021-08-04 15:22:08,-34.4833,-54.3333,60.35,63,18,4.56
336,Vila Velha,BR,2021-08-04 15:22:08,-20.3297,-40.2925,76.96,55,20,17.27
337,Hovd,MN,2021-08-04 15:22:09,48.0056,91.6419,73.42,31,100,11.16
338,Spittal,GB,2021-08-04 15:22:09,51.8689,-4.9425,67.5,63,9,5.01
339,Hambantota,LK,2021-08-04 15:17:14,6.1241,81.1185,80.42,81,89,21.77
340,Turkistan,KZ,2021-08-04 15:22:10,43.0,68.0,91.49,15,0,13.89
341,Elizabeth City,US,2021-08-04 15:22:10,36.2946,-76.2511,71.65,97,90,16.11
342,Fort Nelson,CA,2021-08-04 15:22:10,58.8053,-122.7002,58.59,94,90,3.44
343,Khuzhir,RU,2021-08-04 15:22:11,53.1939,107.3397,59.4,76,66,8.08
344,Moerai,PF,2021-08-04 15:21:11,-22.4333,-151.3333,74.55,84,96,9.33
345,Adrar,MR,2021-08-04 15:22:11,20.5022,-10.0711,107.17,11,11,13.38
346,Smithers,CA,2021-08-04 15:22:11,54.7804,-127.1743,61.12,77,75,5.75
347,Dalianwan,CN,2021-08-04 15:22:12,39.0286,121.695,80.73,83,0,6.71
348,Souillac,MU,2021-08-04 15:22:12,-20.5167,57.5167,70.18,73,75,17.27
349,Namibe,AO,2021-08-04 15:20:51,-15.1961,12.1522,76.93,50,3,17.25
350,Saint-Augustin,CA,2021-08-04 15:22:12,51.226,-58.6502,66.67,48,26,13.8
351,Aswan,EG,2021-08-04 15:22:13,24.0934,32.907,110.5,11,0,17.27
352,Ivybridge,GB,2021-08-04 15:19:46,50.3904,-3.9191,71.96,69,49,10.04
353,Mahebourg,MU,2021-08-04 15:22:13,-20.4081,57.7,70.09,73,75,17.27
354,Andenes,NO,2021-08-04 15:22:14,69.3143,16.1194,55.08,93,75,10.36
355,Lethem,GY,2021-08-04 15:22:14,3.3803,-59.7968,81.37,75,93,6.42
356,Durres,AL,2021-08-04 15:22:14,41.3231,19.4414,96.98,51,32,3.18
357,Barra,BR,2021-08-04 15:22:15,-11.0894,-43.1417,81.99,37,1,5.08
358,Bridgewater,CA,2021-08-04 15:20:03,44.3835,-64.5155,75.67,75,99,4.0
359,Toowoomba,AU,2021-08-04 15:22:15,-27.55,151.9667,44.83,87,2,4.0
360,Vao,NC,2021-08-04 15:22:16,-22.6667,167.4833,69.87,73,43,15.28
361,Hobyo,SO,2021-08-04 15:22:16,5.3505,48.5268,78.58,80,100,26.71
362,Mana,GF,2021-08-04 15:22:16,5.6592,-53.7767,83.7,70,12,2.64
363,Hay River,CA,2021-08-04 15:22:17,60.8156,-115.7999,55.38,58,75,5.75
364,Woodbridge,US,2021-08-04 15:22:17,40.5576,-74.2846,76.19,68,1,1.01
365,Aksakovo,BG,2021-08-04 15:22:17,43.25,27.8167,81.54,90,40,8.05
366,Lata,PT,2021-08-04 15:22:18,40.1629,-8.3327,84.04,56,25,13.27
367,Iqaluit,CA,2021-08-04 15:22:18,63.7506,-68.5145,44.33,87,90,25.99
368,Leningradskiy,RU,2021-08-04 15:22:18,69.3833,178.4167,36.82,98,98,6.06
369,Almaznyy,RU,2021-08-04 15:22:19,48.0448,40.045,84.34,30,38,12.03
370,Yarmouth,US,2021-08-04 15:19:01,41.7057,-70.2286,75.45,82,20,1.01
371,Coihaique,CL,2021-08-04 15:18:40,-45.5752,-72.0662,38.01,86,0,5.75
372,Trelew,AR,2021-08-04 15:22:19,-43.249,-65.3051,62.53,39,5,19.6
373,Sinnamary,GF,2021-08-04 15:22:20,5.3833,-52.95,84.04,67,7,1.9
374,Ucluelet,CA,2021-08-04 15:21:20,48.9329,-125.5528,67.08,93,85,2.55
375,Luganville,VU,2021-08-04 15:22:20,-15.5333,167.1667,73.4,82,45,5.21
376,Meulaboh,ID,2021-08-04 15:22:20,4.1363,96.1285,78.24,85,85,4.79
377,Sikeston,US,2021-08-04 15:22:21,36.8767,-89.5879,78.73,57,1,5.75
378,Ahipara,NZ,2021-08-04 15:22:21,-35.1667,173.1667,57.6,92,100,14.43
379,Alice,US,2021-08-04 15:22:22,27.7523,-98.0697,86.32,86,20,5.75
380,Bima,ID,2021-08-04 15:22:22,-8.4667,118.7167,73.13,94,25,4.25
381,General Salgado,BR,2021-08-04 15:22:22,-20.6483,-50.3606,72.37,28,91,7.67
382,Fort Morgan,US,2021-08-04 15:22:23,40.2503,-103.8,65.8,88,90,6.91
383,Ambilobe,MG,2021-08-04 15:22:23,-13.2,49.05,75.38,64,64,0.94
384,Cadillac,US,2021-08-04 15:22:23,44.2519,-85.4012,74.16,68,1,5.75
385,Rindal,NO,2021-08-04 15:22:24,63.0565,9.2124,62.46,55,100,6.51
386,Bakloh,IN,2021-08-04 15:19:20,32.4667,75.9167,73.36,86,30,1.5
387,Payo,ID,2021-08-04 15:22:24,-3.7508,103.6372,76.95,81,96,2.19
388,Pitimbu,BR,2021-08-04 15:22:25,-7.4706,-34.8086,73.99,75,82,12.57
389,Alta Floresta,BR,2021-08-04 15:22:25,-9.8756,-56.0861,93.02,31,0,6.91
390,San Isidro,PE,2021-08-04 15:22:25,-12.1167,-77.05,63.01,92,90,1.99
391,Mimongo,GA,2021-08-04 15:22:26,-1.6195,11.6068,91.31,31,2,7.02
392,Nkayi,CG,2021-08-04 15:22:26,-4.1841,13.2884,97.5,25,4,5.1
393,Turiacu,BR,2021-08-04 15:22:26,-1.6633,-45.3717,89.85,48,16,2.62
394,Koupela,BF,2021-08-04 15:22:26,12.1794,-0.3517,90.5,48,90,9.08
395,Mulege,MX,2021-08-04 15:22:27,26.8833,-111.9833,86.76,64,86,4.45
396,Kyaikkami,MM,2021-08-04 15:22:27,16.08,97.5675,78.67,86,100,9.01
397,Zemio,CF,2021-08-04 15:22:27,5.0314,25.1361,75.16,83,84,4.0
398,Hibbing,US,2021-08-04 15:19:54,47.4272,-92.9377,76.5,68,1,3.44
399,Callaway,US,2021-08-04 15:22:28,30.153,-85.5699,83.91,80,20,1.99
400,Eyrarbakki,IS,2021-08-04 15:22:28,63.863,-21.1481,58.24,85,94,5.88
401,Coari,BR,2021-08-04 15:22:28,-4.085,-63.1414,90.88,42,43,2.62
402,Brighton,GB,2021-08-04 15:22:29,50.8284,-0.1395,73.9,72,20,1.01
403,Devonport,AU,2021-08-04 15:22:29,-41.1667,146.35,49.98,62,84,11.72
404,Liberia,LR,2021-08-04 15:22:30,6.5,-9.5,83.08,65,99,4.32
405,Tessalit,ML,2021-08-04 15:22:30,20.1986,1.0114,106.65,14,69,7.67
406,Antalaha,MG,2021-08-04 15:22:30,-14.9003,50.2788,70.88,73,0,10.45
407,Jumla,NP,2021-08-04 15:22:31,29.2747,82.1838,64.58,95,100,3.24
408,Ust-Kulom,RU,2021-08-04 15:22:32,61.6864,53.6902,71.71,66,59,3.56
409,Tuatapere,NZ,2021-08-04 15:22:32,-46.1333,167.6833,34.83,83,100,3.24
410,Kochki,RU,2021-08-04 15:22:32,54.3358,80.4806,60.94,83,84,5.93
411,Semporna,MY,2021-08-04 15:22:33,4.4818,118.6112,79.0,84,73,4.88
412,Kerema,PG,2021-08-04 15:22:33,-7.9631,145.7785,75.88,92,78,6.46
413,Broken Hill,AU,2021-08-04 15:22:33,-31.95,141.4333,48.42,85,25,9.35
414,Palu,ID,2021-08-04 15:22:33,-0.8917,119.8707,76.78,95,69,2.89
415,Calama,CL,2021-08-04 15:21:30,-22.4667,-68.9333,66.69,20,0,4.61
416,Alofi,NU,2021-08-04 15:22:34,-19.0595,-169.9187,60.69,94,31,1.14
417,Hanmer Springs,NZ,2021-08-04 15:22:34,-42.5167,172.8167,40.32,66,100,4.14
418,Narsaq,GL,2021-08-04 15:22:34,60.9167,-46.05,50.22,95,100,1.59
419,Awjilah,LY,2021-08-04 15:22:35,29.1081,21.2869,111.18,7,0,16.33
420,Manavgat,TR,2021-08-04 15:22:35,36.7867,31.4431,100.81,50,0,8.79
421,Langxiang,CN,2021-08-04 15:22:35,46.95,128.8833,65.55,97,69,3.47
422,Chepo,PA,2021-08-04 15:22:36,9.1667,-79.1,86.97,72,81,4.27
423,Shelburne,CA,2021-08-04 15:22:36,44.0787,-80.2041,76.68,43,6,6.87
424,Rio Gallegos,AR,2021-08-04 15:22:36,-51.6226,-69.2181,53.65,37,0,25.32
425,Suez,EG,2021-08-04 15:22:37,29.9737,32.5263,103.59,16,0,3.71
426,Lamu,KE,2021-08-04 15:22:37,-2.2717,40.902,77.22,78,3,12.88
427,Manggar,ID,2021-08-04 15:22:37,-2.8833,108.2667,82.36,76,71,10.33
428,Killybegs,IE,2021-08-04 15:22:38,54.6333,-8.45,65.44,66,96,6.33
429,Ancud,CL,2021-08-04 15:22:38,-41.8697,-73.8203,55.42,73,100,6.06
430,Saint-Francois,FR,2021-08-04 15:22:38,46.4154,3.9054,73.67,67,40,3.44
431,Kenai,US,2021-08-04 15:22:38,60.5544,-151.2583,54.09,93,40,0.0
432,Katobu,ID,2021-08-04 15:22:39,-4.9408,122.5276,74.5,88,100,4.81
433,Isangel,VU,2021-08-04 15:22:39,-19.55,169.2667,67.73,72,70,3.4
434,Kankan,GN,2021-08-04 15:22:39,10.3854,-9.3057,77.04,89,92,8.28
435,Kysyl-Syr,RU,2021-08-04 15:22:40,63.8986,122.7617,63.93,54,100,3.89
436,Ugoofaaru,MV,2021-08-04 15:22:40,5.6667,73.0,83.07,76,100,8.63
437,Bandarbeyla,SO,2021-08-04 15:21:06,9.4942,50.8122,78.08,79,10,31.29
438,Kununurra,AU,2021-08-04 15:22:40,-15.7667,128.7333,76.98,23,15,5.75
439,Biu,NG,2021-08-04 15:22:41,10.6129,12.1946,79.48,66,93,1.88
440,Guarapuava,BR,2021-08-04 15:22:41,-25.3953,-51.4581,62.06,40,36,6.13
441,Kloulklubed,PW,2021-08-04 15:22:41,7.0419,134.2556,75.7,74,100,7.58
442,Mezen,RU,2021-08-04 15:22:42,65.8522,44.24,61.05,57,72,15.21
443,Marawi,PH,2021-08-04 15:22:42,7.9986,124.2928,74.64,90,97,5.61
444,Honiara,SB,2021-08-04 15:22:42,-9.4333,159.95,75.38,88,40,3.65
445,Muros,ES,2021-08-04 15:22:43,42.7762,-9.0603,78.15,67,49,7.96
446,Zeya,RU,2021-08-04 15:22:43,53.75,127.2667,58.93,92,96,3.69
447,Birao,CF,2021-08-04 15:22:43,10.2849,22.7882,83.52,72,76,3.15
448,Torrington,US,2021-08-04 15:22:44,41.8007,-73.1212,72.63,75,100,1.01
449,Kaputa,ZM,2021-08-04 15:22:44,-8.4689,29.6619,80.42,34,2,4.18
450,Peniche,PT,2021-08-04 15:18:09,39.3558,-9.3811,84.15,77,81,12.5
451,Brae,GB,2021-08-04 15:22:44,60.3964,-1.353,60.71,75,100,8.34
452,Sharjah,AE,2021-08-04 15:18:19,25.3573,55.4033,98.76,51,0,5.75
453,Susaki,JP,2021-08-04 15:22:45,33.3667,133.2833,77.59,93,16,3.13
454,Shu,KZ,2021-08-04 15:22:45,43.5983,73.7614,87.57,24,6,16.67
455,Sabha,LY,2021-08-04 15:22:46,27.0377,14.4283,106.88,7,0,11.1
456,Dod Ballapur,IN,2021-08-04 15:22:46,13.2919,77.5431,73.42,70,56,14.94
457,Albanel,CA,2021-08-04 15:22:46,48.8832,-72.4487,64.38,52,0,4.61
458,San Patricio,US,2021-08-04 15:22:47,28.017,-97.5169,86.09,64,82,2.98
459,Neiafu,TO,2021-08-04 15:22:47,-18.65,-173.9833,57.88,100,20,0.0
460,Minnedosa,CA,2021-08-04 15:22:48,50.2453,-99.8436,68.56,38,100,10.65
461,Srednekolymsk,RU,2021-08-04 15:22:48,67.45,153.6833,37.44,94,100,8.72
462,Baykit,RU,2021-08-04 15:22:48,61.67,96.37,65.17,69,65,4.34
463,Gonda,IN,2021-08-04 15:22:49,27.1333,81.9333,82.96,78,100,4.38
464,Esmeraldas,BR,2021-08-04 15:22:49,-19.7625,-44.3139,72.46,42,100,10.96
465,San Jose,US,2021-08-04 15:18:02,37.3394,-121.895,64.53,80,90,1.99
466,Santa Cruz Del Norte,CU,2021-08-04 15:22:49,23.1539,-81.9236,86.61,72,51,6.96
467,Lianran,CN,2021-08-04 15:22:50,24.9227,102.485,68.54,78,37,2.73
468,Presidencia Roque Saenz Pena,AR,2021-08-04 15:22:50,-26.7852,-60.4388,65.16,41,100,3.74
469,Hampton,US,2021-08-04 15:21:12,37.0299,-76.3452,71.22,92,75,12.66
470,Yar-Sale,RU,2021-08-04 15:22:51,66.8333,70.8333,67.55,68,34,3.44
471,Lucea,JM,2021-08-04 15:22:51,18.451,-78.1736,85.86,64,79,3.87
472,Nago,JP,2021-08-04 15:22:51,26.5881,127.9761,82.56,92,90,25.37
473,Golub-Dobrzyn,PL,2021-08-04 15:22:52,53.1109,19.0538,73.4,68,78,7.07
474,Umm Bab,QA,2021-08-04 15:22:52,25.2142,50.8072,107.28,33,3,14.27
475,Gatesville,US,2021-08-04 15:22:53,31.4352,-97.7439,83.3,79,20,7.27
476,Paragominas,BR,2021-08-04 15:22:53,-2.9667,-47.4833,93.67,33,67,3.11
477,Venice,US,2021-08-04 15:22:53,27.0998,-82.4543,83.23,96,20,5.99
478,Stornoway,GB,2021-08-04 15:22:54,58.2093,-6.3865,61.93,88,75,14.97
479,Jalu,LY,2021-08-04 15:22:54,29.0331,21.5482,111.27,7,0,17.92
480,Mednogorskiy,RU,2021-08-04 15:22:55,43.9178,41.1825,73.04,81,68,1.01
481,Jacareacanga,BR,2021-08-04 15:22:55,-6.2222,-57.7528,95.14,23,4,3.51
482,Avera,US,2021-08-04 15:22:55,33.194,-82.5271,78.75,62,24,7.23
483,Port Moresby,PG,2021-08-04 15:22:56,-9.4431,147.1797,75.38,89,99,10.98
484,Carrollton,US,2021-08-04 15:18:06,32.9537,-96.8903,84.49,68,40,1.01
485,Matara,LK,2021-08-04 15:22:56,5.9485,80.5353,78.98,87,95,11.9
486,Lokoja,NG,2021-08-04 15:22:57,7.8024,6.743,85.46,69,95,6.58
487,Ecija,ES,2021-08-04 15:22:57,37.5422,-5.0826,98.74,17,46,8.08
488,Evensk,RU,2021-08-04 15:22:57,61.95,159.2333,44.1,70,95,9.01
489,Havre-Saint-Pierre,CA,2021-08-04 15:22:57,50.2334,-63.5986,62.96,63,1,14.97
490,Osa,RU,2021-08-04 15:22:58,57.2829,55.4567,78.17,70,81,0.81
491,Buala,SB,2021-08-04 15:22:58,-8.145,159.5921,78.67,84,52,5.59
492,Champerico,GT,2021-08-04 15:22:58,14.3,-91.9167,87.28,80,94,10.96
493,Shenjiamen,CN,2021-08-04 15:22:59,29.9576,122.298,79.99,91,96,13.96
494,Alice Springs,AU,2021-08-04 15:19:19,-23.7,133.8833,40.55,56,0,4.61
495,San Vicente,AR,2021-08-04 15:22:59,-26.6167,-54.1333,70.59,29,0,3.0
496,Brownwood,US,2021-08-04 15:22:59,31.7093,-98.9912,83.52,52,2,6.17
497,Cam Ranh,VN,2021-08-04 15:23:00,11.9214,109.1591,85.96,70,40,13.8
498,Gornopravdinsk,RU,2021-08-04 15:23:00,60.05,69.9,66.58,68,72,1.86
499,Tilichiki,RU,2021-08-04 15:23:01,60.4667,166.1,40.03,92,100,7.09
500,Severnyy,RU,2021-08-04 15:23:01,50.677,36.5532,78.84,34,0,6.71
501,Lagunas,PE,2021-08-04 15:23:01,-5.2269,-75.6753,84.06,42,11,2.82
502,Port Said,EG,2021-08-04 15:23:01,31.2565,32.2841,91.38,75,0,11.5
503,Saint-Pierre,RE,2021-08-04 15:23:02,-21.3393,55.4781,69.48,73,75,23.02
504,Miles City,US,2021-08-04 15:23:02,46.4083,-105.8406,74.37,56,1,6.91
505,Saint-Joseph,RE,2021-08-04 15:23:03,-21.3667,55.6167,68.38,77,60,18.37
506,Aksarka,RU,2021-08-04 15:23:03,66.5606,67.7975,70.29,63,31,6.35
507,Chokwe,MZ,2021-08-04 15:23:04,-24.5333,32.9833,75.94,37,2,5.14
508,Marzuq,YE,2021-08-04 15:23:04,14.4,46.4667,87.35,51,71,11.63
509,Kupang,ID,2021-08-04 15:23:04,-10.1667,123.5833,76.98,80,14,12.75
510,Nuuk,GL,2021-08-04 15:23:05,64.1835,-51.7216,48.06,85,77,4.32
511,Nyrob,RU,2021-08-04 15:23:05,60.733,56.7202,71.46,82,98,2.68
512,Bucarasica,CO,2021-08-04 15:23:05,8.041,-72.8654,72.5,54,86,4.03
513,Cairns,AU,2021-08-04 15:23:05,-16.9167,145.7667,66.15,85,56,5.75
514,Baherden,TM,2021-08-04 15:23:06,38.4362,57.4316,99.54,14,74,11.05
515,Mikumi,TZ,2021-08-04 15:23:06,-7.4041,36.9831,73.8,64,82,4.41
516,Cookeville,US,2021-08-04 15:21:16,36.1628,-85.5016,78.51,50,1,8.05
517,Mackay,AU,2021-08-04 15:23:07,-21.15,149.2,61.05,44,4,14.34
518,Frunze,UA,2021-08-04 15:23:07,48.6686,38.7544,82.92,32,10,9.33
519,Mahajanga,MG,2021-08-04 15:23:07,-15.7167,46.3167,77.02,65,40,4.61
520,Taraz,KZ,2021-08-04 15:23:08,42.9,71.3667,84.61,23,40,4.47
521,Iwaki,JP,2021-08-04 15:23:08,37.05,140.8833,80.24,91,13,6.38
522,Leirvik,NO,2021-08-04 15:23:09,59.7798,5.5005,72.01,49,20,4.61
523,Churapcha,RU,2021-08-04 15:23:09,62.0025,132.4325,58.82,52,7,0.49
524,Tshikapa,CD,2021-08-04 15:23:09,-6.4167,20.8,98.67,12,0,2.48
525,Taseyevo,RU,2021-08-04 15:23:09,57.2169,94.8978,64.74,79,88,0.11
526,Niltepec,MX,2021-08-04 15:23:10,16.5667,-94.6167,80.74,81,100,2.59
527,Pointe Michel,DM,2021-08-04 15:23:11,15.25,-61.3833,84.49,83,20,3.44
528,Ereymentau,KZ,2021-08-04 15:23:13,51.6199,73.1033,68.07,52,74,7.27
529,Maniitsoq,GL,2021-08-04 15:23:13,65.4167,-52.9,44.2,92,81,2.15
530,Santa Rosa,PH,2021-08-04 15:23:13,14.3122,121.1114,83.1,81,81,10.13
531,Geraldton,AU,2021-08-04 15:19:20,-28.7667,114.6,45.01,87,0,6.91
532,San Juan,AR,2021-08-04 15:23:14,-31.5375,-68.5364,65.79,21,0,4.74
533,Luba,GQ,2021-08-04 15:23:14,3.4568,8.5547,85.89,86,64,12.57
534,San Policarpo,PH,2021-08-04 15:23:15,12.1791,125.5072,81.5,75,100,7.36
535,Sayyan,YE,2021-08-04 15:23:15,15.1718,44.3244,70.93,44,77,7.2
536,Kattivakkam,IN,2021-08-04 15:23:15,13.2167,80.3167,91.49,62,100,10.92
537,Ponta Delgada,PT,2021-08-04 15:23:16,37.7333,-25.6667,79.52,61,40,14.97
538,Nizip,TR,2021-08-04 15:23:16,37.0097,37.7942,104.13,11,3,8.34
539,Carmona,PH,2021-08-04 15:23:16,14.3,121.0167,81.66,81,79,11.05
540,Antofagasta,CL,2021-08-04 15:18:21,-23.65,-70.4,65.21,61,3,5.66
541,Clarence Town,AU,2021-08-04 15:23:17,-32.5833,151.7833,53.62,67,0,11.07
